AGENTS.md	8df3589e4f756f25320c7ba8d6380fa5b0aaf32e56a1d485a1e0be61fe646eee	5595	2026-08-31 14:33:13
CLAUDE.md	42a29a5f0a94c4bc3ea5251cafc49d6069ab388eb508494a423a085b327ddfc4	2139	2026-08-31 14:33:23
docs/README.md	2a29133a9d22e41bac87e12444de2d4541b91f18cd18cebbc055b048feea15c5	57620	2026-09-03 15:22:22
docs/decisions/0001-vip-source-of-truth.md	a8725c10cf968c6f40c0b243c56ca8fc81182ee6d5f466564c71fe67a3f23212	5946	2026-08-31 11:01:55
docs/decisions/0002-gamebridge-least-privilege-and-sql-audit.md	f47184508333832863cef69c01796029e8b49cdd7fed3d77f3fd311a45430100	6722	2026-08-31 11:02:24
docs/decisions/0003-pixpayments-preserve-dormant.md	40483abbe56cb6e9e7da240054411ed9f25ef0ad921e0b2eaef30f32f3bca7ed	4378	2026-08-31 11:02:45
docs/decisions/0004-open-beta-account-lifecycle.md	a8f964743fc64b2a0c4e610413b23dec7ebfea572a202a8b6b0d039e0834feeb	4570	2026-08-31 11:29:43
docs/decisions/0005-beta-reward-entitlement-preservation.md	0f70a190d8d53176a5fe62803c78a0039f85906c0ae077f1e70bec9dd03ccacc	4764	2026-08-31 11:30:04
docs/decisions/0006-account-deletion-two-mode-architecture.md	5bbe02b4193a65d74907f0ff7b74004bc75671b9cb7fac8177b8e47c578870cc	5981	2026-08-31 11:30:29
docs/decisions/0007-data-retention-current-stance.md	7db4c1ce26c434e99235eeaebea48e3c499e069c6c940a7f37ee528fa04b4233	10469	2026-08-31 16:05:25
docs/decisions/0008-wcoin-1to1-peg-with-brl.md	65050736509f132accdbb063d087f647b2aacdf3ecc01d0a4fb4e1c984eee9f0	6863	2026-08-31 16:02:54
docs/decisions/0009-wcoin-currency-tax-model.md	ecd216eb7af5643b147be5b5ec008120dcafba95ab1de9b67d54998f86136bcd	5379	2026-08-31 11:32:21
docs/decisions/0010-vip-tier-product-naming-abstraction.md	2b881af61b2752913b078ffb37e9becd7a3d82193cacac62102bdab10a8f2e67	2839	2026-08-31 11:32:39
docs/decisions/0011-direct-wcoin-transfer-minimum.md	0ae3d7d3d56f1004977f320cb64ef7fa278284d5163974ae172e06a8e19281e7	2780	2026-08-31 11:32:53
docs/decisions/0012-cashshop-no-standard-gear-sales.md	c294e9c1ee22bf0ed7d15f785f9a704440696bffd25c6f8404213c2965490a6e	3250	2026-08-31 11:33:08
docs/decisions/0013-xshop-review-methodology.md	1c03592de31a4cf295bbda2b8b0423918cf45620e01b26ced551f4b6a0705bae	5009	2026-08-31 16:04:56
docs/decisions/0014-launcher-cms-asset-fallback-strategy.md	3f4687730f5981df57d45c9f0f4551ec88a6cbb01262fa448d6b684048fe37aa	5473	2026-08-31 11:34:10
docs/decisions/0015-bug-hunters-reward-model.md	e1bf9c3d6e04a2cdfe32dda2cfca9404eb7d032e7a5e9f9120b245bcbded81ab	7931	2026-08-31 16:04:39
docs/decisions/0016-rmt-policy-gap.md	555108a3f2e01b9578492b85f5ffff727383bc1b5c004d941d5986d6ccfbbfd4	11422	2026-08-31 16:03:57
docs/decisions/0017-modular-component-product-direction.md	efd1e96d8b884433ea313986679496be7c95439d7c5abd4d531c7cb2462195e7	4562	2026-08-31 11:35:04
docs/decisions/0018-payment-architecture-phase-o.md	42a0293156fe6f25d45677839dfb40c9bfa88ffc00780b2617f509973ec19c52	13724	2026-08-31 17:50:27
docs/decisions/0019-payment-operational-closure-phase-p.md	c043808cc9576a96c3b0c3b1551ddf5ed385edb211eedd4b0b9d8c76f207916a	16640	2026-08-31 20:17:41
docs/decisions/0020-wcoin-integer-brl-policy-final.md	233fb010a00b13e856a726d9f273cf496952f238899e3f86a869dc562026f574	4398	2026-08-31 21:17:28
docs/decisions/0021-payment-restriction-and-transfer-policy.md	a6af04fb0bfd9968fd18ee83d343f4f9b5cc108ce57e2ec6f37cc962478b73be	12957	2026-08-31 21:54:52
docs/decisions/0022-phase-q-decision-closure.md	3b93405fb97b4229b21a45dda517b0feb5a0b11fdbfb969641d9623f17bb7393	13204	2026-09-01 04:51:23
docs/decisions/0023-store-catalog-decision-closure.md	55677bde53d1de71574407c71deb601a7580d9bbc5e6eb9c106e461b9fb87d36	25356	2026-09-02 19:38:27
docs/decisions/0024-legacy-shop-control-plane.md	e8e49a8c0931337f9d047412a594e58259635dbdb954ead0918cde500e3d8e1d	10913	2026-09-02 20:17:29
docs/decisions/0025-progression-control-plane.md	8db77af64c02a809bed1ba74cae413c570416dc617e02af32e14a590c6d5aa41	10094	2026-09-03 05:27:39
docs/decisions/0026-progression-evidence-and-balance-readiness.md	a35fc3f6ce44ccb40fa9cf0870c216612af758360ed0c82dff7021f449862801	10461	2026-09-03 08:50:30
docs/decisions/0027-or-023-forensics-and-balance-inputs.md	816110fc732224f393cf2b0169cdf584bb67ef630dd9188cb8edab2c4470ad5f	8770	2026-09-03 09:27:09
docs/decisions/0028-xp-stack-and-progression-calculator.md	8f0bf9d10e782cb2350974490d221ac96f796bb90be702f8a224ec50f0e23d81	7920	2026-09-03 10:35:07
docs/decisions/README.md	7c6a2e205972f88db307724b8b9d1d99d17610596120fa8b8d7dbb59c0c311e7	4424	2026-08-31 21:55:04
